2019,5,3,0,0,23.02,47.67,87600.16,0,0,3.463,340.35
2019,5,3,0,10,22.95,48.15,87595.97,0,0,2.541,314.603
2019,5,3,0,20,23.01,47.78,87589.49,0,0,1.763,280.964
2019,5,3,0,30,22.83,47.67,87585.36,0,0,2.161,51.6087
2019,5,3,0,40,22.69,48.32,87563.32,0,0,1.409,219.524
2019,5,3,0,50,22.62,48.66,87569.04,0,0,1.141,341.27
2019,5,3,1,0,22.46,48.39,87551.77,0,0,1.597,293.0586
2019,5,3,1,10,22.39,48.76,87548.66,0,0,1.76,38.703
2019,5,3,1,20,22.33,48.87,87546.92,0,0,0.576,31.238
2019,5,3,1,30,22.35,48.19,87541.23,0,0,0.416,56.1802
2019,5,3,1,40,22.45,48.15,87523.19,0.006,0,0.343,12.9839
2019,5,3,1,50,22.31,49.34,87496.25,0.012,0,1.128,8.8826
2019,5,3,2,0,22.08,49.55,87472.44,0.009,0,1.365,77.7047
2019,5,3,2,10,22.01,49.34,87479.96,0,0,1.278,312.6634
2019,5,3,2,20,21.97,49,87474.96,0.008,0,1.63,279.99
2019,5,3,2,30,21.91,48.87,87471.73,0,0,1.681,124.2227
2019,5,3,2,40,21.86,49.75,87473.33,0,0,1.209,352.76
2019,5,3,2,50,21.74,50.47,87459.47,0.036,0,2.029,339.23
2019,5,3,3,0,21.72,49.79,87462.62,0.005,0,1.816,341.94
2019,5,3,3,10,21.75,50.23,87470.07,0.075,0,2.035,344.71
2019,5,3,3,20,21.52,49.51,87461.06,0.004,0,2.194,345.35
2019,5,3,3,30,21.37,50.43,87458.68,0.015,0,2.02,339.31
2019,5,3,3,40,21.11,49.24,87429.14,0,0,2.005,333.25
2019,5,3,3,50,21.18,48.8,87461.13,0.001,0,2.226,334.45
2019,5,3,4,0,21.05,50.23,87462.73,0.043,0,2.505,336.01
2019,5,3,4,10,20.77,50.57,87434.88,0.001,0,2.536,335.69
2019,5,3,4,20,20.88,50.67,87428.36,0,0,2.006,331.72
2019,5,3,4,30,20.83,50.71,87423.39,0,0,1.814,330.99
2019,5,3,4,40,21.06,51.22,87419.46,0.148,0,1.97,320.77
2019,5,3,4,50,20.75,51.08,87440.64,0,0,1.699,323.63
2019,5,3,5,0,20.79,52.89,87443.94,0,0,1.571,341.96
2019,5,3,5,10,20.13,53.26,87453.67,0,0,1.481,340.04
2019,5,3,5,20,20.06,55.17,87441.46,0,0,2.071,341.94
2019,5,3,5,30,19.55,55.78,87430.83,0,0,2.381,345.5
2019,5,3,5,40,19.6,56.02,87443.96,0.009,0,2.113,285.0766
2019,5,3,5,50,19.53,56.23,87448.82,0.04,0,1.91,318.9768
2019,5,3,6,0,19.62,55.82,87481.55,0.085,0,2.22,354.04
2019,5,3,6,10,19.85,55.24,87483.89,0.155,0,1.651,281.3825
2019,5,3,6,20,19.56,57.05,87456.22,0,1.824,1.613,19.1165
2019,5,3,6,30,19.41,56.43,87469.3,15.3,9.63,1.154,109.1901
2019,5,3,6,40,19.45,56.77,87485.58,61.87,20.3,1.644,243.4336
2019,5,3,6,50,19.83,53.84,87493.75,94.9,31.65,1.689,345.93
2019,5,3,7,0,20.1,56.3,87498.77,142.7,43.26,1.823,340.72
2019,5,3,7,10,20.09,53.64,87497.91,177.7,54.53,2.316,346.26
2019,5,3,7,20,20.69,52.79,87509.3,214.5,65.97,2.158,145.0678
2019,5,3,7,30,21.17,50.91,87507.75,259.1,77.64,1.5,333.01
2019,5,3,7,40,21.97,48.63,87530.66,286.5,88.2,0.231,140.466
2019,5,3,7,50,22.91,44.68,87542.86,321.8,98.1,0,161.76
2019,5,3,8,0,24.26,44.51,87537.93,358.4,106.6,0.586,151.69
2019,5,3,8,10,24.27,43.79,87563.3,386.7,114.5,1.163,148.91
2019,5,3,8,20,24.43,44.16,87546.98,425.9,122.5,1.006,160.74
2019,5,3,8,30,24.72,42.94,87547.8,452.5,129.4,1.069,202.98
2019,5,3,8,40,25.09,42.87,87531.65,477.8,136,0.597,161.854
2019,5,3,8,50,25.44,40.72,87555.24,494.3,143.7,0.487,153.27
2019,5,3,9,0,25.92,40.45,87556.06,510.5,152,1.417,183.89
2019,5,3,9,10,26.25,40.24,87569.35,525.6,157.8,1.32,180.85
2019,5,3,9,20,26.31,39.63,87567.75,540.2,158.5,1.35,167.08
2019,5,3,9,30,26.38,39.59,87574.85,568.2,165,1.462,202.97
2019,5,3,9,40,26.43,40.51,87577.04,592.3,168.6,2.368,198.69
