Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),TZCUB5:Zone Mean Air Temperature [C](TimeStep),TZCUB6:Zone Mean Air Temperature [C](TimeStep),TZCUB7:Zone Mean Air Temperature [C](TimeStep),TZLABORATORIOS:Zone Mean Air Temperature [C](TimeStep),TZTECHOCUB5:Zone Mean Air Temperature [C](TimeStep),TZTECHOCUB6:Zone Mean Air Temperature [C](TimeStep),TZTECHOCUB7:Zone Mean Air Temperature [C](TimeStep) 
 05/03  09:30:00,26.3,27.179864939319509,27.586093148118793,27.154857195817536,23.944393157868136,23.5125486597922,24.049736500544169,24.359272594463464 
 05/03  09:40:00,26.4,27.652691516727228,28.037035571728283,27.595994314058215,24.167282982478576,23.575915566103125,24.092502489215624,24.31392610003363 
 05/03  09:50:00,26.4,27.847654381445588,28.21600314623046,27.77068392054372,24.36102711683548,23.644806038340659,24.138375042781207,24.30223390910109 
 05/03  10:00:00,25.9,27.84328440070881,28.199304419434836,27.75888766386924,24.536870653609957,23.717038226819527,24.1905355855927,24.16427628104042 
 05/03  10:10:00,26.2,27.842912503186935,28.18581117270485,27.766170927122269,24.720032753592919,23.806266908134487,24.259481689480397,24.137174012128175 
 05/03  10:20:00,26.9,27.924541704817896,28.256530527569539,27.875686418203668,24.871701542034147,23.90898833350906,24.341326604807024,24.740372786267625 
 05/03  10:30:00,27.2,27.988101166190753,28.308505785186929,27.96878170405964,25.035655770408974,24.000782790015849,24.412483122835057,25.01401690145678 
 05/03  10:40:00,27.3,28.073494588632149,28.37491198333432,28.08527116678261,25.27906620492889,24.117898799536304,24.504394170876649,25.241178392833175 
 05/03  10:50:00,27.4,28.132424577891468,28.419118972588217,28.151702913884,25.457775234716857,24.235928409560985,24.597106641821435,24.85814720314955 
 05/03  11:00:00,27.6,28.238279455694057,28.499561261202275,28.28506849786437,25.738857651478875,24.369377890654179,24.703517994632429,25.24993048532521 
 05/03  11:10:00,28.5,28.33169200093611,28.575021325392237,28.424246873538608,25.936840535601918,24.51340946675883,24.821205497167303,25.57009397849957 
 05/03  11:20:00,28.0,28.39523659298497,28.621051581101466,28.518014757217914,26.136391819202019,24.640705557995945,24.921579111649064,25.66928281433769 
 05/03  11:30:00,29.1,28.4615741843673,28.674199014185818,28.618688060987929,26.298722231321706,24.79727490074837,25.050492474346116,26.019363873059136 
 05/03  11:40:00,29.2,28.54991062154713,28.74177920578428,28.744972433324724,26.520406783401407,24.959321195960074,25.17555083612349,26.197222471751624 
 05/03  11:50:00,29.9,28.61893874515219,28.79502501032164,28.841353216514137,26.695281705403155,25.123377744688854,25.305241130272607,26.715987312889895 
 05/03  12:00:00,30.5,28.74197391945109,28.889813006825827,29.011724293058295,26.954894925515807,25.339517782435089,25.465574372748607,27.006179487829529 
 05/03  12:10:00,31.4,28.809531451047719,28.943289002030743,29.116023274235869,27.090968389449189,25.518316122474084,25.624298822315298,27.70119650064739 
 05/03  12:20:00,30.8,28.86111026675166,28.978342457389716,29.18557309092131,27.247158191806905,25.670552169489313,25.745917538369619,27.131373425028494 
 05/03  12:30:00,30.6,28.963460765704306,29.048861665454063,29.299112664126115,27.498522304129407,25.88031339541212,25.919542874299969,27.561069727409348 
 05/03  12:40:00,30.8,29.04903766459441,29.107953700224159,29.396831959498113,27.689630900770774,26.06671876553979,26.076133626718744,27.689077930296379 
 05/03  12:50:00,30.9,29.097416944160679,29.142192876890279,29.46204306498779,27.806840800782746,26.235318563860923,26.220810873188485,27.04507509762767 
 05/03  13:00:00,31.5,29.13561937064437,29.161970388420209,29.531167730868626,27.93475021838358,26.385666511316768,26.347174068123804,27.51912606910104 
 05/03  13:10:00,31.8,29.203621761809847,29.20582738951769,29.571985075565534,28.095163047257686,26.567066651971055,26.502398615892024,28.40548728303145 
 05/03  13:20:00,32.0,29.345961982114078,29.315427527057567,29.754877594970716,28.278102306734938,26.771049794855089,26.679799149142608,27.600841806564234 
 05/03  13:30:00,31.8,29.41025692688667,29.36368819072296,29.7972341125529,28.379771554081914,26.900002097205709,26.79394284968051,28.457351158865899 
 05/03  13:40:00,31.6,29.48831882468732,29.421488511002644,29.88056894394186,28.490889343843489,27.041899638276364,26.925255012834247,27.835866435279514 
 05/03  13:50:00,32.8,29.62177093501117,29.52728815025157,30.029945985012885,28.630628931272907,27.2329997572647,27.099846230300444,29.17917424367079 
 05/03  14:00:00,33.5,29.781894635343599,29.651806770110814,30.176976678601688,28.782930914997576,27.419912806768918,27.26291439274062,29.46362732510462 
 05/03  14:10:00,31.8,29.794329120492617,29.631773525502905,30.16085742553073,28.903056728802424,27.494345311282389,27.34425265883066,28.521498749351218 
 05/03  14:20:00,32.4,29.865904810693459,29.677496508389618,30.232565349819127,29.0100820070422,27.652669911538369,27.48965944975946,29.08122574988763 
 05/03  14:30:00,32.8,30.019336489096568,29.789005468412296,30.372638332198883,29.171798854597804,27.84659335662963,27.657021977794896,29.11806115807208 
 05/03  14:40:00,33.7,30.143314619136118,29.88220615520313,30.490364334802359,29.291714371954407,28.000824956941054,27.797716778661177,28.792046930903525 
 05/03  14:50:00,32.9,30.220838380177136,29.92202188365301,30.517711638152016,29.4253960691194,28.110366097168816,27.895060729466157,29.597344488860949 
 05/03  15:00:00,33.3,30.326469423926633,29.992443232987463,30.599513166701095,29.551641594436256,28.267331239328685,28.034384778041838,29.243236482903435 
 05/03  15:10:00,33.9,30.48519757930439,30.107874634145259,30.78164168379481,29.70239891146829,28.451696526361759,28.1968294614153,30.93525668459846 
 05/03  15:20:00,33.6,30.621751954976348,30.188746748450588,30.88921425424272,29.874532724696566,28.59767703269491,28.321525609710489,30.748402659299829 
 05/03  15:30:00,32.9,30.676458416429527,30.20198184144274,30.836879393901297,29.997448748475596,28.720211448230779,28.426342298810569,29.34798590482732 
 05/03  15:40:00,33.3,30.74179678574663,30.233012012815104,30.875640640048844,30.122968176588807,28.847127134803676,28.539180967834079,29.453729936108329 
 05/03  15:50:00,33.5,30.811448557576264,30.25454123250476,30.97725592357017,30.303068062627909,28.984401991727056,28.654385607457994,30.749426650244616 
 05/03  16:00:00,32.9,30.84563147453149,30.229813769313734,31.024730634269056,30.51145658009676,29.08479769911854,28.73332121038338,30.911078167405728 
 05/03  16:10:00,32.6,30.863073479041746,30.217969410137976,31.13265458279507,30.658861116002386,29.191690623412094,28.813637561016355,31.54507152986207 
 05/03  16:20:00,30.9,30.845501910544177,30.17392047354981,30.90396756494024,30.811607473009397,29.225563737333709,28.821401495577566,30.478828766743097 
 05/03  16:30:00,29.4,30.801047279516426,30.09129581004989,30.55869820884752,31.014479670152029,29.280036899996206,28.86006483823628,29.371793460264468 
 05/03  16:40:00,29.0,30.79471427242894,30.065626522071818,30.548438053601609,31.099468503635167,29.313433311929196,28.886055819651266,29.072185828348798 
 05/03  16:50:00,28.4,30.783304919770197,30.023876653727986,30.563788197173243,31.219253888393735,29.330197812339159,28.896951751258329,29.08055955526511 
 05/03  17:00:00,29.2,30.82653683366065,30.034801813019916,30.595998728823156,31.335781283293036,29.352412039581439,28.91789096825684,29.259526184349057 
 05/03  17:10:00,28.0,30.83866576840181,30.035603384568359,30.505251927906234,31.370439666031609,29.32784922945836,28.897835405610026,28.457172784075799 
 05/03  17:20:00,26.8,30.8298599026381,30.017191418396537,30.454508568255166,31.391959164591318,29.297861827914738,28.87114035405927,28.03520869347706 
 05/03  17:30:00,26.8,30.836593959145309,30.01128049334271,30.405287686285207,31.414562920524817,29.270071771897304,28.849521926934714,27.959412840644548 
 05/03  17:40:00,27.5,30.86875865379387,30.038980901009965,30.45894638098285,31.408596768853714,29.25219367020243,28.838676425358643,28.2900193201046 
 05/03  17:50:00,28.0,30.915949699449415,30.082595864876727,30.531729539863684,31.386679724789766,29.225741399617385,28.82036125235287,28.502109912404799 
 05/03  18:00:00,28.3,30.955237195630045,30.120741218175174,30.67619668915781,31.35060619828006,29.189657095844024,28.793192069111276,28.654763619289747 
 05/03  18:10:00,28.1,29.76844737660906,28.94170189706655,29.513416846053415,31.311427171877577,29.151924763205025,28.76297038710268,28.556143047465207 
 05/03  18:20:00,28.4,28.847757428467909,27.967863164174088,28.56330308614397,31.251134469407988,29.116494804843506,28.736211005724838,28.720038513751289 
 05/03  18:30:00,28.3,28.920053059125388,28.02873044213141,28.61582457660086,31.20829836690906,29.08009378989282,28.70675129824174,28.704201293182785 
 05/03  18:40:00,28.1,28.905398632033199,28.00941778019384,28.58084257995379,31.140753499977849,29.036274864866923,28.672714560262969,28.7323942217709 
 05/03  18:50:00,27.9,28.716557773685577,27.812095533256256,28.388900622301173,31.06239769164419,28.99047555397176,28.63636379495239,28.67087312125278 
 05/03  19:00:00,27.8,28.532849365677529,27.615355063164367,28.20326947458985,30.98998967801764,28.94636274921676,28.60157879903367,28.46595111732572 
 05/03  19:10:00,27.7,28.428874627098606,27.4969009305657,28.102620054860947,30.92218869916401,28.90421469197444,28.568142427261994,28.38773734967815 
 05/03  19:20:00,27.4,28.377554349495836,27.438913750138327,28.05926970892941,30.85262862693951,28.859209784879938,28.5325992722423,28.266080048624059 
 05/03  19:30:00,27.0,28.351003735217668,27.426569715456027,28.03341593338408,30.8002199269348,28.816816590020843,28.49843965484895,27.94523507904681 
 05/03  19:40:00,26.9,28.298504753175427,27.392712289597158,27.95416114608704,30.719668310180329,28.76556449818777,28.45819291805406,27.85021338574878 
 05/03  19:50:00,26.6,28.226241662335935,27.335846458277968,27.8501210351075,30.625578750105285,28.705508047019646,28.409800926242597,28.038027558678658 
 05/03  20:00:00,26.3,28.181732877350304,27.303163958694694,27.75578974908321,30.56190837240305,28.653756865319055,28.36631344021561,27.24945154580966 
 05/03  20:10:00,26.0,28.112594598024278,27.2477411199326,27.63848439800513,30.474521710834567,28.588590006811676,28.31216633566634,27.18547211912518 
 05/03  20:20:00,26.3,28.04353082667932,27.191771297058055,27.5936263299735,30.369948591783105,28.527730726558475,28.26102597441013,27.38434223099495 
 05/03  20:30:00,26.1,28.009512639802908,27.169083824540516,27.611593697375385,30.302717601822356,28.47786512439826,28.217933625442027,27.73166964163834 
 05/03  20:40:00,26.0,27.947900185732924,27.12632805795913,27.609703678019483,30.20133784510228,28.404286894238856,28.16002446569792,27.57066787286423 
 05/03  20:50:00,26.2,27.881161916142856,27.085117387274364,27.577640575352146,30.082514847903459,28.325776373933,28.10387959905022,27.50466458604507 
 05/03  21:00:00,25.9,27.80953232553544,27.042114360381868,27.525644089621236,29.973512890609574,28.249849467592108,28.04875332059933,27.32637655997634 
 05/03  21:10:00,26.1,27.753175442636754,27.015421087576617,27.44695357899436,29.873861360574244,28.18201383748306,28.00307941983874,27.29065939350119 
 05/03  21:20:00,25.9,27.700287275126909,26.99223960890776,27.35542206123228,29.774667138329908,28.108282047601248,27.954667320726214,27.107370086802825 
 05/03  21:30:00,25.3,27.625202756425737,26.945639201418339,27.25183486396126,29.672913141897586,28.019509749132248,27.8905418442257,27.082769283000329 
 05/03  21:40:00,25.3,27.548781370765398,26.894242623204055,27.194886227570906,29.570089675765748,27.935129574587174,27.83114698206222,27.254334663279054 
 05/03  21:50:00,25.4,27.48677553572433,26.8538510122804,27.20406699145806,29.467431035072868,27.867147943112099,27.780234159882853,27.014161238410418 
 05/03  22:00:00,25.2,27.429382051151156,26.818815774087758,27.19812241226534,29.36481387121247,27.796886575633385,27.721448909022614,26.78753590768686 
 05/03  22:10:00,25.1,27.398738596046255,26.80436716076185,27.13122602338006,29.294246241696109,27.73355708430383,27.66906301380645,27.354255754085444 
 05/03  22:20:00,25.6,27.34243897169476,26.78228325379115,27.081616229871714,29.162081950321587,27.662606072239439,27.60548790098005,26.90282989813256 
 05/03  22:30:00,25.5,27.290739546379247,26.761656546593714,27.070997009492534,29.048496252095786,27.593506881778,27.54661431675125,26.75195618173845 
 05/03  22:40:00,25.0,27.253346521447136,26.736519991031398,26.98621538874452,28.98588031989034,27.525660939686554,27.489616241208205,26.384318649428225 
 05/03  22:50:00,25.0,27.19242265271788,26.69738421200607,26.913128039993727,28.88190339887127,27.455487757803828,27.423003166081455,26.387763274079636 
 05/03  23:00:00,25.3,27.132182087103947,26.665663578249459,26.88503140546588,28.757318820177568,27.386976628907669,27.360036986317316,26.61801767395502 
 05/03  23:10:00,25.4,27.113222181162475,26.660952251440564,26.890177839793155,28.68683825579911,27.33211196843046,27.319428370880268,27.031990236725087 
 05/03  23:20:00,25.4,27.07594975188002,26.64816963715679,26.858276905884475,28.581288204102937,27.265690269109049,27.263509812912024,27.008288653971844 
 05/03  23:30:00,25.4,27.041731582033088,26.63375990357107,26.79625703068362,28.488570071997633,27.20007164300572,27.209907050052576,26.354423367843986 
 05/03  23:40:00,25.5,26.991624820392496,26.60990990986312,26.76013543096166,28.377994179066815,27.138582797183333,27.159333956086465,26.537836757955476 
 05/03  23:50:00,25.5,26.934488678355338,26.580982763603033,26.7512540626646,28.262045659931976,27.072128562989108,27.10501830630476,26.708603963369244 
 05/03  24:00:00,25.6,26.887646084994218,26.559201877840278,26.72749739922549,28.160008377270168,27.012321748505266,27.057404875315677,26.71271930379198 
 05/04  00:10:00,25.4,26.86793090099177,26.549116176890274,26.67689556208552,28.10152525053955,26.959774113364959,27.0171031925056,26.35991326404717 
 05/04  00:20:00,25.0,26.814292198942636,26.513790102029309,26.64185635350424,28.00655269026771,26.894183181868895,26.961886654681345,26.086838956646788 
 05/04  00:30:00,24.9,26.772210319074384,26.48675446593865,26.56408690260904,27.926546592447754,26.836179236127799,26.915763981252107,26.52666766507517 
 05/04  00:40:00,24.6,26.682922832188248,26.425556309622537,26.4356944815094,27.801008257621388,26.76928642277693,26.858059629242257,25.954189663445427 
 05/04  00:50:00,24.7,26.61168785025213,26.377764535093,26.363115633452695,27.703252955731867,26.71229136717164,26.81242757685184,25.984034066949456 
 05/04  01:00:00,24.7,26.564575933868697,26.347840087381287,26.348723992641295,27.62248487678863,26.654644514689264,26.767049284863388,26.223640040892879 
 05/04  01:10:00,24.7,26.527445468268327,26.324952367981106,26.366548095011145,27.541171935579983,26.596410025735744,26.719863876273135,25.981173777720604 
 05/04  01:20:00,24.6,26.486119828113048,26.29759246372428,26.387287465935044,27.45518337532173,26.53750043775181,26.671408129133867,26.00176059000628 
 05/04  01:30:00,24.7,26.447287266301517,26.273540340156445,26.383259917711095,27.368051033766429,26.481510270057258,26.626296700159114,26.185645954399236 
 05/04  01:40:00,24.6,26.408776358752769,26.250501837017724,26.345717384745606,27.282405567862697,26.424025929532,26.579968701496346,26.071104743945996 
 05/04  01:50:00,24.6,26.370305253231434,26.226974903071626,26.307618577257079,27.19836664217214,26.366893213534039,26.534697286761025,26.005275136758205 
 05/04  02:00:00,24.5,26.33137260594215,26.201864738387675,26.263107596311636,27.11535322510042,26.309089293540667,26.488935412227286,26.03101712188598 
 05/04  02:10:00,24.3,26.289313535600447,26.172472884635189,26.189475714602759,27.0331819745702,26.24966963417353,26.44135484836481,26.161731522364538 
 05/04  02:20:00,23.9,26.234832437590929,26.129918273656505,26.097577430290064,26.951963395092795,26.186850111724565,26.390133910272409,26.262666367939717 
 05/04  02:30:00,23.6,26.201005005283478,26.101269695491973,26.057343111884678,26.898903745598859,26.13158143817217,26.346650044728884,25.969174332013446 
 05/04  02:40:00,23.4,26.14328334348441,26.05345771286953,25.98642422132586,26.815312692155549,26.0689481859154,26.29542529652036,26.002715049022144 
 05/04  02:50:00,23.3,26.075288003010244,25.998748894996618,25.89921251407506,26.717720936425779,26.002018759612946,26.24081589646228,26.15085195013008 
 05/04  03:00:00,22.8,26.035830810591859,25.964847733166516,25.83846523170012,26.663317237398965,25.941125593928804,26.190614662586193,25.757978224206455 
 05/04  03:10:00,22.4,25.96243818384237,25.901558288359298,25.71481730688743,26.57899089762524,25.87136147370766,26.130504069900593,25.626058690537997 
 05/04  03:20:00,22.1,25.869869445078636,25.823030698824565,25.570306747536205,26.47837861036774,25.796255446485035,26.06658600781739,25.378287962025163 
 05/04  03:30:00,21.8,25.78177521004633,25.74982100935487,25.471906041599,26.386505075514607,25.725583799840284,26.007341333945154,25.23921750261072 
 05/04  03:40:00,21.6,25.709103556078728,25.690797434573239,25.410814456414763,26.303512394810534,25.65508770843942,25.949950636160169,24.97379755225239 
 05/04  03:50:00,21.7,25.65844713084043,25.651664625515389,25.367394811211097,26.220333881605798,25.585256554445125,25.892961719332115,25.221107432279596 
 05/04  04:00:00,21.9,25.631754881825917,25.634702131972543,25.37021743148395,26.132782406836208,25.517781433572073,25.83793577303029,24.94980322538358 
 05/04  04:10:00,21.4,25.60010345679612,25.60740217742154,25.292408950328423,26.071862125983239,25.442307068722088,25.7711036949141,25.291773760750155 
 05/04  04:20:00,21.3,25.55932854079751,25.57489874617405,25.25164887648115,25.987810370694804,25.37050086202281,25.7092116580186,24.74175471307327 
 05/04  04:30:00,21.7,25.53847630076355,25.562516956454205,25.245891429817186,25.905840637325164,25.306250426867487,25.654373272171996,25.235397805511654 
 05/04  04:40:00,21.7,25.499271656051744,25.53762348480337,25.22488418094765,25.788941224622524,25.22714122501122,25.582823568166149,25.181489588217305 
 05/04  04:50:00,21.3,25.431125436870429,25.4862743012813,25.137647004293247,25.667677571506308,25.138148829445446,25.501607422249696,25.286830603417284 
 05/04  05:00:00,21.1,25.386825348304578,25.450307213579685,25.075369829865005,25.599403913416447,25.066489487677705,25.43821206188389,24.900804540715144 
 05/04  05:10:00,21.2,25.331287951241849,25.40766333660961,25.01223221926971,25.502615776708905,24.99531549208427,25.375307440635568,24.75611980210077 
 05/04  05:20:00,20.8,25.28334235770525,25.370175641111744,24.971953468814826,25.420114325733615,24.91520268253688,25.303363074659069,24.294157389073598 
 05/04  05:30:00,20.7,25.189657097935489,25.296689672724367,24.871144741344958,25.2826289975852,24.833820286778143,25.229232445725324,24.437601009641499 
 05/04  05:40:00,20.3,25.144659399780787,25.26025671749822,24.850921423633058,25.215070221151135,24.757286634880818,25.161273145515375,23.649977736548494 
 05/04  05:50:00,20.3,25.08703296930978,25.215492091673697,24.837983897412184,25.119329167755205,24.681279739162386,25.09356496614645,23.503297941011249 
 05/04  06:00:00,20.7,25.03629779288855,25.18229893782351,24.854991153671987,25.000557204305208,24.606395661526258,25.027927860376125,23.692553483478986 
 05/04  06:10:00,20.8,24.999442367028757,25.163515644234967,24.910389483693196,24.88977480127443,24.533094532003355,24.963893674860253,23.453861635759563 
 05/04  06:20:00,21.0,24.971665431045165,25.15236511280742,24.965819303463726,24.79194443396239,24.459691741729516,24.899681718969178,23.35437278912821 
 05/04  06:30:00,21.1,24.944830830862914,25.14097251537675,24.978392464841659,24.698375961101318,24.386351932063059,24.835876966605075,23.527802257820107 
 05/04  06:40:00,20.9,24.90447740481049,25.114218391515899,24.90273638147346,24.60383943686032,24.31021635378461,24.76830958528541,23.441928032759625 
 05/04  06:50:00,21.1,24.87364535425285,25.09521534288703,24.795820635542684,24.50896069250848,24.24289842788571,24.710962932628129,23.698524895223078 
 05/04  07:00:00,21.1,24.87385214746321,25.100846700006956,24.758021110591046,24.450333653084046,24.18504568149759,24.663223101708636,23.97757294268284 
 05/04  07:10:00,21.1,24.871119241624077,25.107955251191834,24.730911670413833,24.35679033591863,24.121427146600487,24.60984616890465,23.77459581014623 
