Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),TZCUB5:Zone Mean Air Temperature [C](TimeStep),TZCUB6:Zone Mean Air Temperature [C](TimeStep),TZCUB7:Zone Mean Air Temperature [C](TimeStep),TZLABORATORIOS:Zone Mean Air Temperature [C](TimeStep),TZTECHOCUB5:Zone Mean Air Temperature [C](TimeStep),TZTECHOCUB6:Zone Mean Air Temperature [C](TimeStep),TZTECHOCUB7:Zone Mean Air Temperature [C](TimeStep),TZCUB7 PERSONAS:Zone Thermal Comfort Fanger Model PMV [](TimeStep),TZCUB7 PERSONAS:Zone Thermal Comfort Fanger Model PPD [%](TimeStep),TZCUB6 PERSONAS:Zone Thermal Comfort Fanger Model PMV [](TimeStep),TZCUB6 PERSONAS:Zone Thermal Comfort Fanger Model PPD [%](TimeStep),TZCUB5 PERSONAS:Zone Thermal Comfort Fanger Model PMV [](TimeStep),TZCUB5 PERSONAS:Zone Thermal Comfort Fanger Model PPD [%](TimeStep) 
 05/03  10:50:00,27.4,27.506316657988515,27.874000720077,27.509359632849099,23.766525254102115,24.14681928468967,24.536909805374348,24.82883966572246,0.06675581572477403,5.092266866596859,0.6311151305543965,13.359577212982942,0.49681997610260616,10.15824931619133 
 05/03  11:00:00,27.6,27.591270199864576,27.942291846018756,27.624474913990068,23.945955660312085,24.281980684129839,24.644477301590365,25.227427618734497,0.09706624859956055,5.195119259586008,0.6587447036090041,14.115239569617998,0.5291033023909841,10.856458063396829 
 05/03  11:10:00,28.5,27.667043566786157,28.00708503160265,27.802030717827387,24.072675003486759,24.42753250897845,24.76332888372434,25.53545364167013,0.14820049803954184,5.4550961280908158,0.6912719445003188,15.047235471558622,0.5653400979335995,11.693925256432309 
 05/03  11:20:00,28.0,27.717899117915004,28.04585811119037,27.855208254401416,24.19601968671407,24.556377511902935,24.864647256445964,25.630809945194377,0.16381471420955757,5.556162815326246,0.7062148979774729,15.490726801688084,0.5838914489210797,12.144701132523267 
 05/03  11:30:00,29.1,27.771458939888015,28.090676960344149,27.998333784476026,24.290174099825124,24.714883033688424,24.9936971858128,25.981200796451028,0.21094996897992758,5.922964969646401,0.7320481431006125,16.28013868740176,0.6133954096478016,12.892375405614928 
 05/03  11:40:00,29.2,27.84306600830595,28.14795877619516,28.11837474029501,24.43113488015583,24.880998588299457,25.11997793449526,26.157519635566975,0.24323317099116455,6.227836392175192,0.7523757170057733,16.921475029093345,0.6381555589811617,13.548988283206711 
 05/03  11:50:00,29.9,27.899990326426253,28.193200343085537,28.183339468848044,24.54128100487439,25.05142831152795,25.25087283789997,26.676287460555256,0.27033580097184059,6.517583071046076,0.7747821476908274,17.648892383529757,0.664519286669323,14.277353677998548 
 05/03  12:00:00,30.5,28.003052570686515,28.27536365409521,28.32577695803272,24.721297020023195,25.266947375379475,25.418049808468337,26.966123518923064,0.31208225895104926,7.024465634314993,0.8081308829459026,18.771113111848054,0.7036737319991026,15.414627422490725 
 05/03  12:10:00,31.4,28.068299432689117,28.32926284433256,28.503273534315328,24.806494585452506,25.4439745542388,25.57317305598168,27.660980877749105,0.3651338793252476,7.775126655495413,0.8352102452606556,19.71691662995873,0.7350314267677344,16.373151212616564 
 05/03  12:20:00,30.8,28.10986036716705,28.35812402496557,28.56717163562127,24.907916196641986,25.594929084747215,25.695053014416439,27.090406777136267,0.38507826753643878,8.088307159071477,0.8444208616567245,20.04562184632232,0.7488774111837889,16.80984102286459 
 05/03  12:30:00,30.6,28.19063540245203,28.41579265360321,28.578721240621399,25.086670422726529,25.802860793800805,25.867452742073139,27.519318200259688,0.3959782063236863,8.266642319557136,0.8646454616755183,20.779778712073595,0.7755529806492041,17.674298407856896 
 05/03  12:40:00,30.8,28.25925658951279,28.46506303399895,28.61524468943977,25.226684991995709,25.988074276558135,26.023154205640926,27.646162099408075,0.41466179968218566,8.584148384622737,0.8886539652977468,21.673225760398524,0.8054656309788907,18.679692429650588 
 05/03  12:50:00,30.9,28.303320848496278,28.49724839663925,28.724987164037836,25.30255077381916,26.15578657250172,26.16742597246486,27.00976443072513,0.4439092675272444,9.111224341660048,0.9047077876036698,22.283808556514644,0.826321615656518,19.403066741100845 
 05/03  13:00:00,31.5,28.341012499569865,28.51986112353979,28.862057510343825,25.39257322390915,26.305022929138027,26.293220166532764,27.47981591987685,0.4759711479019331,9.731274142294112,0.9145169864927154,22.662033221861266,0.8418468089838969,19.95340340540247 
 05/03  13:10:00,31.8,28.40029685171537,28.560099912500744,28.73482670937405,25.511461777882418,26.48460375536525,26.44756378938133,28.360700678278623,0.46659056706633547,9.545280043488959,0.9323523458756591,23.359652802177636,0.8657369747112794,20.81988301594852 
 05/03  13:20:00,32.0,28.50448400547958,28.645278986869618,29.109557323315735,25.621477625776817,26.672074061885753,26.613840053002073,27.489630897144744,0.5561913624105878,11.477118125248069,0.9713651838545532,24.92962951781398,0.9111327570692409,22.531104257201436 
 05/03  13:30:00,31.8,28.571086986114989,28.694347904464409,29.03803303649911,25.72599138357728,26.811202663426376,26.736360690362444,28.412898219209255,0.5553299512684569,11.456891323196018,0.9880016997700543,25.61719024900549,0.9336571227179201,23.411188011136589 
 05/03  13:40:00,31.6,28.643939283540129,28.748880247691923,29.164735109250427,25.825160152262293,26.952081845304784,26.867868746673758,27.72268604865136,0.5861670046323988,12.201022602862011,1.0094645977143893,26.519859422266039,0.9615755650550988,24.530052099052257 
 05/03  13:50:00,32.8,28.767422782642684,28.84912595966513,29.386785762031928,25.94560197813293,27.13383011354728,27.042085044942007,29.142342440749009,0.6485211279218767,13.83176934813261,1.0499051185255968,28.267468523573315,1.009497536553169,26.52125813661091 
 05/03  14:00:00,33.5,28.910816579190038,28.96421252278527,29.508645561890913,26.082154024196706,27.312831064629408,27.20481354890572,29.403282498801464,0.692002245540346,15.068685917430372,1.0920979641309388,30.15373694304921,1.0606327046767675,28.7410748146214 
 05/03  14:10:00,31.8,28.906933480343168,28.937474601337855,29.421002993380698,26.180494540212508,27.400796213774848,27.28396439600007,28.451325949312769,0.662465644188496,14.219534749626675,1.0725392027124273,29.271538749594755,1.0493251480471467,28.241981800990446 
 05/03  14:20:00,32.4,28.972263998036227,28.982268314642555,29.5612229453727,26.27036252876993,27.55707584000483,27.42888208401258,29.033505017546305,0.7040165799609895,15.424878307298372,1.0999123062419245,30.509899176925843,1.0845062455157915,29.809732314242056 
 05/03  14:30:00,32.8,29.107526179075589,29.085302119922745,29.751922701221898,26.41126819668304,27.749656829934265,27.59605245129198,29.068424755078519,0.7581353682292761,17.106411826605055,1.1418677368596547,32.457130357394479,1.1364870443854376,32.204174133771548 
 05/03  14:40:00,33.7,29.21749852697399,29.171895086583509,29.91195216130688,26.508915470012576,27.90415266774366,27.735759111652724,28.752304197784619,0.806199523963445,18.70483572828128,1.178030197012774,34.18085100999589,1.1812479124017029,34.336171935814849 
