Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),TZCUB5:Zone Mean Air Temperature [C](TimeStep),TZCUB6:Zone Mean Air Temperature [C](TimeStep),TZCUB7:Zone Mean Air Temperature [C](TimeStep),TZLABORATORIOS:Zone Mean Air Temperature [C](TimeStep),TZTECHOCUB5:Zone Mean Air Temperature [C](TimeStep),TZTECHOCUB6:Zone Mean Air Temperature [C](TimeStep),TZTECHOCUB7:Zone Mean Air Temperature [C](TimeStep) 
 05/03  21:10:00,26.1,27.7446636982986,27.0155107653001,27.446204578270377,29.87386136875036,28.17398869559528,27.99894811042934,27.283527889841939 
 05/03  21:20:00,25.9,27.69431015411557,26.993358687058629,27.35684119714594,29.774667146346525,28.100850366325966,27.950779403355836,27.10067968670571 
 05/03  21:30:00,25.3,27.621675443700665,26.947876434111668,27.25619045147763,29.67291314975439,28.01272560767783,27.887089609196957,27.0748929154826 
 05/03  21:40:00,25.3,27.547868651733905,26.897991960623917,27.202641175695363,29.570089683465498,27.929729072988996,27.8281350676279,27.249803817283206 
 05/03  21:50:00,25.4,27.488175516497497,26.859404236250236,27.21397150131902,29.467431042619809,27.859257550853355,27.777563437402884,27.009739601466277 
 05/03  22:00:00,25.2,27.43297006879212,26.826122364651647,27.20897436140697,29.364813878610133,27.787952922049177,27.719053809337969,26.78285514415967 
 05/03  22:10:00,25.1,27.403122048117806,26.81200283757635,27.142403359247895,29.294246248987894,27.725503065903906,27.666876932139439,27.348291956377908 
 05/03  22:20:00,25.6,27.349390066062094,26.79125206935496,27.09507587125256,29.16208195743219,27.654473502317616,27.6036613082714,26.899513168724448 
 05/03  22:30:00,25.5,27.30020428841396,26.771762018266079,27.086424363860194,29.048496259057136,27.585788643089186,27.545052321418657,26.7487955819404 
 05/03  22:40:00,25.0,27.263470917320939,26.746829967334159,27.002005901512438,28.985880326763288,27.518401466699488,27.48819981996541,26.381132050832286 
 05/03  22:50:00,25.0,27.204480075303925,26.70865534902865,26.931346270102176,28.88190340560664,27.448624262618833,27.421742844606194,26.38487563343532 
 05/03  23:00:00,25.3,27.147173906115758,26.678464706404378,26.90633669268414,28.757318826755858,27.38054905224601,27.358852515759208,26.615350909249825 
